index-SBgTUTBi.js:451 🔄 UNIFIED PIPELINE: Events: 2611 Incidents: 7400
index-SBgTUTBi.js:451 🏠 HOME LOCATION: Caloundra, Sunshine Coast Regional 4551, Queensland COORDINATES: {lat: -26.7981633, lon: 153.1354434} RADIUS: 50km
 👤 USER INCIDENT: {id: 'user:32f7f7b2-10eb-4200-a523-162e4289f88e', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5c65c845-2747-4628-8c4e-5f79d4b00e8e', title: 'FIRE VEGETATION - Hill Top Rd & Rifle Range Rd, SAPPHIRE CENTRAL', location: 'Hill Top Rd & Rifle Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bdbcf9cc-a22d-445e-9b4d-c0dc383fb281', title: 'RESCUE ROAD CRASH - SHORE ST W & DELANCEY ST, CLEVELAND', location: 'SHORE ST W & DELANCEY ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d96578c1-7b92-4f06-8109-c8dbaf459ed8', title: 'FIRE STRUCTURE - Pinewood St, UPPER COOMERA', location: 'Pinewood St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b42709e6-8943-474c-8661-b277e0ac77cb', title: 'FIRE VEGETATION - Mirage Ct, SHOAL POINT', location: 'Mirage Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f28fc673-6d62-4cf2-b94d-eb4f19382c9c', title: 'FIRE VEGETATION - Bajool Port Alma Rd, BAJOOL', location: 'Bajool Port Alma Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1e6da392-988d-4502-8238-a1627cd90898', title: 'FIRE PERMITTED BURN - AUSTINVILLE RD, AUSTINVILLE', location: 'AUSTINVILLE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d0b8d0b1-e7d8-40ea-9868-f712ede4035c', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:643859ee-a6e1-4227-ad77-cb0959133d76', title: 'FIRE PERMITTED BURN - LENTHALL DAM RD, DUCKINWILLA', location: 'LENTHALL DAM RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2a76c1ce-cc5b-480c-aa68-46c37fc83ec9', title: 'FIRE VEGETATION - Mirage Ct, SHOAL POINT', location: 'Mirage Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b7a66db0-7c8f-4c77-9faa-7c569474307c', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1ec6fd03-ff84-4c59-8b07-abf1d21951c2', title: 'FIRE VEGETATION - Bajool Port Alma Rd, BAJOOL', location: 'Bajool Port Alma Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8feeed87-1c0c-4974-8caf-e5024dbb20c7', title: 'POWER / GAS GAS - Aquatic Pl, PARK AVENUE', location: 'Aquatic Pl', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:913f29c8-a34e-43be-9795-606a28836120', title: 'FIRE OTHER - Brookong Ct, BUCCAN', location: 'Brookong Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:79cabb96-d401-4c1e-a1a5-912a84731d07', title: 'RESCUE ROAD CRASH - SUNSHINE MWY SB & MAROOCHY BOULEVARD OFF RAMP, MAROOCHYDORE', location: 'SUNSHINE MWY SB & MAROOCHY BOULEVARD OFF RAMP', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fed545a3-5a5d-44dc-a173-351d7b87883f', title: 'RESCUE ROAD CRASH - KENT ST & EDWARD ST, KINGAROY', location: 'KENT ST & EDWARD ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:30e70f77-342d-486c-8111-5186b455a24e', title: 'FIRE PERMITTED BURN - AUSTINVILLE RD, AUSTINVILLE', location: 'AUSTINVILLE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a4abdda9-ff9b-4b7f-bcea-e4f110089f3a', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:92deafc7-d92e-4a1c-8807-e1afc3c1238c', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:73109345-b2ea-4cde-b224-aba5d176677a', title: 'FIRE PERMITTED BURN - LENTHALL DAM RD, DUCKINWILLA', location: 'LENTHALL DAM RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:36d3aa46-3086-4c8a-b55f-83217de6d770', title: 'FIRE VEGETATION - Bajool Port Alma Rd, BAJOOL', location: 'Bajool Port Alma Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:99ac4be8-1315-48dc-acb9-329dd4f8e869', title: 'FIRE VEGETATION - Mirage Ct, SHOAL POINT', location: 'Mirage Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:254b21cd-129a-49ef-8380-95f4ece08805', title: 'RESCUE ROAD CRASH - SUNSHINE MWY SB & MAROOCHY BOULEVARD OFF RAMP, MAROOCHYDORE', location: 'SUNSHINE MWY SB & MAROOCHY BOULEVARD OFF RAMP', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:465a2953-226e-4121-a3b3-75865f7dd28c', title: 'POWER / GAS GAS - Aquatic Pl, PARK AVENUE', location: 'Aquatic Pl', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c21558bd-a45d-4615-8f55-607ded9cd4fd', title: 'RESCUE ROAD CRASH - KENT ST & EDWARD ST, KINGAROY', location: 'KENT ST & EDWARD ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:758669e1-cead-42a1-9ab1-20f27d41e4f4', title: 'FIRE OTHER - Brookong Ct, BUCCAN', location: 'Brookong Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b4cb38d4-8c40-4231-9791-6fb9c7bef51a', title: 'FIRE PERMITTED BURN - AUSTINVILLE RD, AUSTINVILLE', location: 'AUSTINVILLE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d0489355-848b-4b85-a163-b27b79cf9527', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0b8a2263-f964-4c50-89ea-38268eb3a3b4', title: 'FIRE PERMITTED BURN - LENTHALL DAM RD, DUCKINWILLA', location: 'LENTHALL DAM RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7cc4738a-2149-41e6-8261-7ac35ee315f2', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9c790a96-b645-4d02-9d55-8b9dc2b36f80', title: 'FIRE PERMITTED BURN - AUSTINVILLE RD, AUSTINVILLE', location: 'AUSTINVILLE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f63cf4d2-d372-4d79-8245-04fe82e6c2c4', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b9eb6e2e-5fdf-44aa-beed-11af4ffaaa3c', title: 'FIRE PERMITTED BURN - Lenthall Dam Rd, DUCKINWILLA', location: 'Lenthall Dam Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:67a4305e-0dfd-41a0-ad44-08861dec7195', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:57405691-85a2-4e27-ae52-a61bf592838b', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7fc4f566-258a-432b-8207-eb8f954c761e', title: 'FIRE PERMITTED BURN - Lenthall Dam Rd, DUCKINWILLA', location: 'Lenthall Dam Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d790a325-d888-4d0e-8f3d-201ae4935e9e', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7fcec700-8859-4972-9646-01e70b878eb8', title: 'RESCUE ROAD CRASH - HARBOUR RD & KINGSFORD SMITH DR, HAMILTON', location: 'HARBOUR RD & KINGSFORD SMITH DR', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:10e9e095-5619-472b-bf96-31b683f481ac', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f137d250-030c-4f90-bc7e-ac2b26c2e76e', title: 'FIRE PERMITTED BURN - Lenthall Dam Rd, DUCKINWILLA', location: 'Lenthall Dam Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:43a33d57-d3cb-4704-bac9-901d028efa49', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:55a8856d-ea67-4db4-b5d6-312840845978', title: 'FIRE PERMITTED BURN - Lenthall Dam Rd, DUCKINWILLA', location: 'Lenthall Dam Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b9f31dd4-ab53-43ed-bf08-d93059d565f2', title: 'RESCUE ROAD CRASH - HARBOUR RD & KINGSFORD SMITH DR, HAMILTON', location: 'HARBOUR RD & KINGSFORD SMITH DR', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:aef972ac-a70d-41e1-bfa4-ad608cc6e875', title: 'FIRE PERMITTED BURN - Tara Kogan Rd, KOGAN', location: 'Tara Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0500ce1f-00c9-41e2-89ee-5c8427d10d3b', title: 'FIRE PERMITTED BURN - Miller Cres, BURRUM HEADS', location: 'Miller Cres', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:91d1729c-88f5-4a6e-ac4d-9ed4035ba78e', title: 'FIRE VEGETATION - Capricorn Hwy, STANWELL', location: 'Capricorn Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d2c0e8ef-2ce9-46e5-9021-5650fc019a87', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cb9c2ba2-83d2-447d-b110-14adc5297b11', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:01d6a6d6-a98e-4810-82ec-4221f80ad329', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7fb5b118-3743-475c-b484-3417b1b73286', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e5a64aa2-b564-4e02-87db-a42f0103c487', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:61de4539-203a-4611-9e53-c11a1d18e6bf', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:95c9c64c-7f17-43f2-8692-a997f2430e0d', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1b2da0a9-5748-4315-99ab-0d397f7797c4', title: 'FIRE VEGETATION - Doonside Rd, CANAL CREEK', location: 'Doonside Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7849ed65-2e55-49d3-a4f4-0475abeaa8c6', title: 'POWER / GAS GAS - Katrina Bvd, NEW AUCKLAND', location: 'Katrina Bvd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6d2716ae-c973-49f1-b649-546194b681aa', title: 'POWER / GAS ELECTRICAL / POWER - High St, KIPPA RING', location: 'High St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7da2c656-0e79-44dc-943c-69cef9e08d07', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:eac6049f-6457-493b-a063-5817635978a5', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2cc91af6-8307-468e-9e59-9a2c07782bba', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1e400473-64de-44ef-afd5-d10c293de893', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:80cd5e6b-aa23-450f-8a30-9edc277a38f5', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cc83296f-82d6-4dcb-8e56-3c96597ac122', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:80520fc9-2ce2-4e07-8573-954100b7adb4', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3a0b0bab-fa91-4907-8097-a48a25c29d9f', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1ede0c85-f5e6-499c-abeb-756e7bf6b0b1', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9bdd2b00-2975-4d5b-b324-36772ccebca6', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f167b734-6060-45cf-984c-386c273180cc', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4cc1eb41-92f6-495d-a68d-bcae885456ef', title: 'FIRE VEGETATION - PENINSULA DEVELOPMENTAL RD, MISSION RIVER', location: 'PENINSULA DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a0284b38-9a15-4e8c-a97e-ad83d30e90f5', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0869aa32-5960-4207-8913-d96928853445', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1a941059-f4b6-4dd5-aa66-2bb151fbafb1', title: 'FIRE PERMITTED BURN - Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd, TAABINGA', location: 'Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4c84e793-5856-4d0c-ae99-13680632ee44', title: 'FIRE VEGETATION - KNAPP CREEK RD, KNAPP CREEK', location: 'KNAPP CREEK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c4ae56f9-1317-4102-a693-7006c9eb4b5a', title: 'FIRE PERMITTED BURN - VERRIERDALE FOREST RD, VERRIERDALE', location: 'VERRIERDALE FOREST RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:50495c9e-9e42-4dbb-8dd8-58b1a36e2b5d', title: 'FIRE VEGETATION - Belmont Dr & New England Hwy, DALVEEN', location: 'Belmont Dr & New England Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9a0698a8-e598-4b24-bc8d-daa2d712638d', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8587ec32-b9ee-492c-9597-e8a96cf7b84d', title: 'FIRE VEGETATION - BRUCE HWY, FORESHORES', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fb90eaaa-d70a-436f-a02f-2f300c61d848', title: 'FIRE PERMITTED BURN - Barakula Rd, BARAKULA', location: 'Barakula Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:660e1c25-7411-4afd-80e2-f01ec01c867c', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:572fcc73-53ba-46eb-9f02-283f54d9fe1b', title: 'FIRE VEGETATION - BUNYA HWY, WONDAI', location: 'BUNYA HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c05860a0-3b3a-456e-a951-cf4c52961394', title: 'FIRE PERMITTED BURN - Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd, TAABINGA', location: 'Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:02ddb6e5-dd18-4a8a-9e7b-6b346dba2aed', title: 'FIRE VEGETATION - BRUCE HWY, FORESHORES', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4f584a6c-576e-4c32-86b9-3515a2fd6a00', title: 'FIRE VEGETATION - KNAPP CREEK RD, KNAPP CREEK', location: 'KNAPP CREEK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:88603635-72ae-4c9b-859e-265fd65d4e66', title: 'FIRE PERMITTED BURN - VERRIERDALE FOREST RD, VERRIERDALE', location: 'VERRIERDALE FOREST RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3fa28214-0700-4158-b49f-e9402fb9d394', title: 'FIRE VEGETATION - PENINSULA DEVELOPMENTAL RD, MISSION RIVER', location: 'PENINSULA DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f14bcccd-ab74-4ded-a12f-0bf72ac75dd0', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8c78f761-ed77-4c39-a672-1b33c531e652', title: 'FIRE VEGETATION - BUNYA HWY, WONDAI', location: 'BUNYA HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4548f400-f552-4589-bc41-9e85bbdc34f4', title: 'FIRE VEGETATION - Belmont Dr & New England Hwy, DALVEEN', location: 'Belmont Dr & New England Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9ad235d4-75c7-41d1-93b8-b12c71ff4923', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b1beba10-036e-417d-89f5-fcc1abeca50f', title: 'FIRE PERMITTED BURN - Barakula Rd, BARAKULA', location: 'Barakula Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:58cc7461-31ba-42f9-96d6-4d9cc67339d6', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4b9b6d77-5b05-4327-9dc0-f5058c28b780', title: 'FIRE VEGETATION - KNAPP CREEK RD, KNAPP CREEK', location: 'KNAPP CREEK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9f7cc050-7500-4fd6-bf19-fe1275d40b3a', title: 'FIRE VEGETATION - PENINSULA DEVELOPMENTAL RD, MISSION RIVER', location: 'PENINSULA DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:41bae6c0-6c93-4938-84b0-33720e8656cf', title: 'FIRE PERMITTED BURN - VERRIERDALE FOREST RD, VERRIERDALE', location: 'VERRIERDALE FOREST RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a01ad3df-a9bf-41ab-b334-455145d816b6', title: 'FIRE PERMITTED BURN - Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd, TAABINGA', location: 'Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dc374ae5-750a-4cf5-9b7a-d7025d47ca49', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:05d9c6d0-18d1-40b7-b8cd-5e4f7216139b', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4730aa51-5700-43b8-9415-93985c7a6498', title: 'FIRE VEGETATION - BUNYA HWY, WONDAI', location: 'BUNYA HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7f49e5c7-6a98-4ff7-9bd0-838683732eaa', title: 'FIRE PERMITTED BURN - Barakula Rd, BARAKULA', location: 'Barakula Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bcf4e848-a716-4c15-9ca6-30580aea47de', title: 'FIRE VEGETATION - Belmont Dr & New England Hwy, DALVEEN', location: 'Belmont Dr & New England Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d3a59284-29a5-42e1-b170-5f4a78da482f', title: 'FIRE VEGETATION - BRUCE HWY, FORESHORES', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1b205f40-9a2d-4f4c-a8d1-5111011939e2', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d5bc822e-8958-4d1d-91e4-4152d3a2e30c', title: 'FIRE PERMITTED BURN - Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd, TAABINGA', location: 'Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:581a2bf7-b5d1-4291-9f55-034afe29a7a7', title: 'FIRE PERMITTED BURN - VERRIERDALE FOREST RD, VERRIERDALE', location: 'VERRIERDALE FOREST RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:38abec70-e6f1-41af-afb7-a4a83b60420d', title: 'FIRE VEGETATION - KNAPP CREEK RD, KNAPP CREEK', location: 'KNAPP CREEK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9549752d-6756-41ac-b8e8-d8f6c0c2cae3', title: 'FIRE VEGETATION - BUNYA HWY, WONDAI', location: 'BUNYA HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4f7b708a-cf2d-4938-9885-ef3dc7ab025d', title: 'FIRE VEGETATION - PENINSULA DEVELOPMENTAL RD, MISSION RIVER', location: 'PENINSULA DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b85d3569-025b-4fd1-ace1-aa97f00c5ba7', title: 'FIRE VEGETATION - BRUCE HWY, FORESHORES', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:26dccad2-7052-4dbb-8f85-d6515bf0c781', title: 'FIRE VEGETATION - PENINSULA DEVELOPMENTAL RD, MISSION RIVER', location: 'PENINSULA DEVELOPMENTAL RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:04e35b46-1100-49d9-a3e6-10f8b78d05b8', title: 'FIRE PERMITTED BURN - Carnarvon Hwy & Airport Rd, INJUNE', location: 'Carnarvon Hwy & Airport Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fc6002ec-6a8c-44f5-b013-f8b5b2c6f229', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:53515aed-a02d-4740-84eb-d80e590f7880', title: 'FIRE VEGETATION - Bruce Hwy, IVERAGH', location: 'Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:480f7250-6adb-4684-a051-5e590cf9f6d0', title: 'FIRE PERMITTED BURN - Carneys Creek Rd, BURNETT CREEK', location: 'Carneys Creek Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:261bebf5-7a55-40e0-ac50-61280edbd554', title: 'FIRE VEGETATION - KNAPP CREEK RD, KNAPP CREEK', location: 'KNAPP CREEK RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:df013170-7c98-42c8-be33-fd7238422972', title: 'FIRE VEGETATION - Belmont Dr & New England Hwy, DALVEEN', location: 'Belmont Dr & New England Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3115fed0-28e9-4a01-8560-86254fd36611', title: 'FIRE VEGETATION - BRUCE HWY, FORESHORES', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f4e5dd8e-b1d3-4ec9-a777-1a5c106c70b1', title: 'FIRE PERMITTED BURN - Barakula Rd, BARAKULA', location: 'Barakula Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7300bb17-fe54-445f-bb04-f88412e77bde', title: 'FIRE PERMITTED BURN - Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd, TAABINGA', location: 'Kingaroy Burrandowan Rd & Boonenne Ellesmere Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:99d9bfd1-f0db-41d5-be05-af4815e97a79', title: 'FIRE VEGETATION - MULLIGAN HWY, LAKELAND', location: 'MULLIGAN HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1f58c30d-1006-41b6-965f-62c7686e2c14', title: 'FIRE VEGETATION - BUNYA HWY, WONDAI', location: 'BUNYA HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cd8c33e8-3ed7-419f-b92d-ef9596df24ca', title: 'FIRE PERMITTED BURN - VERRIERDALE FOREST RD, VERRIERDALE', location: 'VERRIERDALE FOREST RD', hasCoordinates: true}
